,user,popularity,budget,revenue,runtime,vote_average,vote_count,status_encoded,video_encoded,release_date
46,47,18.767917846153846,50019230.76923077,241728304.3846154,121.76923076923077,6.869230769230769,1852.2307692307693,3.0,1.0,1993.923076923077
47,48,14.03792999442897,48129811.5626741,212347723.01671308,110.35654596100278,7.051810584958217,2088.7799442896935,3.0,1.0,2003.2284122562673
48,49,10.97415731884058,21296429.333333332,126797890.68115942,117.55072463768116,6.815942028985507,899.1884057971015,3.0,1.0,1976.5652173913043
49,50,18.97324196875,46414062.5,304841289.375,128.28125,6.94375,2101.40625,3.0,1.0,1993.75
50,51,9.799223666666666,36494047.61904762,74199658.1904762,107.57142857142857,6.409523809523809,488.23809523809524,3.0,1.0,1990.5714285714287
51,52,13.383198574468084,44326286.57446808,216469649.93617022,121.23404255319149,6.742553191489361,1521.1489361702127,3.0,1.0,1999.340425531915
52,53,11.3382684375,34077312.5,143991058.28125,104.5625,6.6968749999999995,991.71875,3.0,1.0,1993.09375
53,54,13.715199466666666,41392341.166666664,174813558.76666668,116.56666666666666,7.069999999999999,1953.0,3.0,1.0,1996.1
54,55,12.875265884615384,40884615.384615384,193197717.80769232,113.34615384615384,6.476923076923077,1295.7692307692307,3.0,1.0,1994.0
55,56,13.994996567123287,32370725.97260274,169148389.45753425,113.27945205479452,7.192328767123287,1991.5150684931507,3.0,1.0,1997.8794520547945
56,57,12.269683965753424,22519867.93150685,127595230.57534246,116.5958904109589,7.026027397260274,1200.9794520547946,3.0,1.0,1989.541095890411
57,58,10.729414313725488,16734764.705882354,65065718.666666664,107.90196078431373,6.62156862745098,694.6274509803922,3.0,1.0,1979.6078431372548
58,59,16.77625146296296,35153000.0,237280329.1111111,119.57407407407408,7.181481481481482,2160.925925925926,3.0,1.0,1990.8703703703704
59,60,15.115224763157896,22395000.0,117233041.18421052,115.8157894736842,7.1000000000000005,1410.6315789473683,3.0,1.0,1991.8157894736842
60,61,15.160290741379312,54161598.47413793,317630510.6896552,109.00862068965517,6.9543103448275865,2492.1293103448274,3.0,1.0,1993.5
61,62,27.197997864864863,58668918.91891892,285981764.6486486,125.35135135135135,7.5675675675675675,5041.216216216216,3.0,1.0,2006.8108108108108
62,63,14.018203492537314,33410597.01492537,216271421.3432836,115.8955223880597,6.967164179104477,1823.358208955224,2.955223880597015,0.9850746268656716,1962.4626865671642
63,64,23.791610928571426,45785714.28571428,274755594.71428573,131.0,7.042857142857143,2633.785714285714,3.0,1.0,1993.2857142857142
64,65,16.371701444444444,6911666.666666667,154056230.55555555,125.77777777777777,7.616666666666666,1771.2222222222222,3.0,1.0,1971.7777777777778
65,66,15.246832441176469,26419117.647058822,206130898.67647058,120.29411764705883,7.223529411764706,2326.264705882353,3.0,1.0,1988.8235294117646
66,67,13.697103138888888,23399027.777777776,133666577.91666667,116.51388888888889,6.723611111111111,1192.4166666666667,3.0,1.0,1992.8333333333333
67,68,17.316741104651165,42906108.593023255,295852730.95348835,123.18604651162791,7.1976744186046515,2554.8023255813955,3.0,1.0,1991.3837209302326
68,69,19.704538607142858,38379053.571428575,317683837.23214287,115.73214285714286,7.091071428571429,3013.9285714285716,3.0,1.0,1991.642857142857
69,70,9.428806413793103,27959137.931034483,95409826.51724137,109.5,6.167241379310345,549.6896551724138,3.0,1.0,1995.2241379310344
70,71,9.682738562499999,15968751.875,77223778.5625,116.625,7.10625,843.5625,3.0,1.0,1980.3125
71,72,26.703259428571428,69733082.70676692,384573828.0,125.81954887218045,7.446616541353383,4667.436090225564,2.9774436090225564,0.9924812030075187,1987.2255639097743
72,73,12.131331826974268,37569992.0700976,152698609.22715172,110.34516415261757,6.624755989352263,1402.3806566104702,2.9866903283052353,0.9964507542147294,1988.6885536823424
73,74,14.675531617647058,48925294.11764706,272445169.5588235,122.32352941176471,6.638235294117647,1773.9705882352941,3.0,1.0,1994.235294117647
74,75,15.93565098019802,30446044.82178218,175380436.28712872,121.24752475247524,7.235643564356435,2033.7326732673268,3.0,1.0,1988.90099009901
75,76,9.791279857142857,16990382.5,69263987.35714285,105.5,7.0,474.35714285714283,3.0,1.0,1980.2142857142858
76,77,15.089199286363636,36799582.05909091,202495520.0681818,113.69545454545455,6.984545454545454,2043.0227272727273,3.0,1.0,1992.0545454545454
77,78,18.179049396739128,51520809.782608695,297051279.6956522,123.30434782608695,7.129891304347827,2843.396739130435,3.0,1.0,1996.1576086956522
78,79,16.00069089473684,46440789.473684214,410032859.7368421,119.71052631578948,6.9263157894736835,2987.2105263157896,3.0,1.0,1992.6315789473683
79,80,11.037257799999999,35766000.0,126015527.64,115.04,6.64,970.16,3.0,1.0,1993.72
80,81,11.093506892857144,9037262.598214285,58616438.70535714,116.41964285714286,7.450892857142857,889.6964285714286,3.0,1.0,1987.1160714285713
81,82,19.899605481481483,46518518.518518515,252302442.96296296,124.74074074074075,6.996296296296297,2230.5555555555557,3.0,1.0,1993.5925925925926
82,83,10.802763,22446399.348214287,108037252.79464285,109.28571428571429,7.065178571428571,1096.9107142857142,3.0,1.0,1987.9732142857142
83,84,26.262810185185185,90671179.97530864,503552185.3703704,130.87654320987653,7.3432098765432094,4833.493827160494,3.0,1.0,2002.0987654320988
84,85,15.018863675675675,38365540.64864865,207026247.83783785,115.70270270270271,6.536486486486487,1538.7702702702702,3.0,1.0,1993.5945945945946
85,86,9.90658522556391,13856132.142857144,87741808.0150376,113.6842105263158,6.863157894736842,777.1654135338346,3.0,1.0,1992.548872180451
86,87,13.199733952380953,38885714.28571428,223243452.7142857,114.19047619047619,6.619047619047619,1424.3809523809523,3.0,1.0,1993.5714285714287
87,88,16.509136674157304,37688827.73595506,234106158.5224719,118.74719101123596,7.146067415730337,2232.8146067415732,3.0,1.0,1992.0786516853932
88,89,24.240155847826085,63241304.347826086,372379389.6086956,126.21739130434783,7.106521739130434,3983.7608695652175,3.0,1.0,1994.9130434782608
89,90,12.311306514285715,38074285.71428572,161939740.0,115.48571428571428,6.862857142857143,1271.3428571428572,3.0,1.0,1994.8857142857144
90,91,22.27264262857143,79780476.1904762,416280862.7619048,119.22857142857143,7.141904761904762,4264.266666666666,2.9714285714285715,0.9904761904761905,1984.2571428571428
91,92,14.529921511627906,35590116.37209302,214851704.3255814,117.03488372093024,6.651162790697675,1489.860465116279,3.0,1.0,1994.0232558139535
92,93,16.625269504504505,48140647.27927928,347705326.4234234,117.78378378378379,7.233333333333333,2665.3783783783783,3.0,1.0,1993.1801801801803
93,94,20.528266912408757,58298941.60583942,347986787.8832117,122.94160583941606,7.296350364963504,3559.3503649635036,3.0,1.0,1998.7372262773722
94,95,11.428891416267941,23992685.76555024,116501340.784689,109.06698564593302,6.450239234449761,1006.4736842105264,3.0,1.0,1991.578947368421
95,96,8.961397283018867,7968960.1698113205,34100606.20754717,108.30188679245283,7.5150943396226415,656.0943396226415,3.0,1.0,1966.5471698113208
96,97,19.972723382022473,32741185.11235955,251531605.30337077,124.97752808988764,7.62247191011236,3142.303370786517,3.0,1.0,1986.7752808988764
97,98,22.299339918367348,52604081.63265306,300518776.877551,115.87755102040816,7.030612244897959,2846.7551020408164,3.0,1.0,2001.204081632653
98,99,12.711029198473284,22118285.328244276,133226762.53435114,116.78625954198473,7.041984732824427,1231.648854961832,2.9770992366412212,0.9923664122137404,1963.0
99,100,12.08569311764706,41535294.11764706,213837578.29411766,116.88235294117646,6.705882352941177,1327.1176470588234,3.0,1.0,1995.5294117647059
100,101,21.86570802631579,39743421.05263158,242365656.89473686,120.34210526315789,6.984210526315789,3164.3684210526317,2.9210526315789473,0.9736842105263158,1938.078947368421
101,102,10.071944194092826,9116984.552742615,51652207.97679325,118.39451476793249,7.20084388185654,646.1582278481013,3.0,1.0,1979.2278481012659
102,103,15.414681953846154,42935780.15384615,181669786.30769232,115.63076923076923,7.046153846153846,2266.4307692307693,3.0,1.0,1994.9846153846154
103,104,28.179470188679243,117237735.8490566,538601072.6603774,131.75471698113208,7.1000000000000005,5292.377358490566,2.943396226415094,0.9811320754716981,1966.9245283018868
104,105,12.609899506811988,31005423.269754767,140235960.73841962,118.6267029972752,6.852861035422343,1275.798365122616,3.0,1.0,1990.9209809264305
105,106,12.893799193548386,48000000.0,290228013.32258064,99.87096774193549,6.570967741935483,2285.1935483870966,3.0,1.0,1999.9354838709678
106,107,24.873527045454544,54150000.0,227585298.13636363,128.8181818181818,7.2727272727272725,3386.5,3.0,1.0,2001.2272727272727
107,108,20.247368714285717,52000000.0,312975323.1904762,125.04761904761905,6.961904761904761,2449.6666666666665,3.0,1.0,1993.5714285714287
108,109,13.0726279375,49750000.0,245711439.8125,129.5,6.91875,1940.5,3.0,1.0,1994.25
109,110,14.227901738095238,38827380.952380955,217593396.98809522,117.46428571428571,6.564285714285714,1431.3214285714287,3.0,1.0,1993.9285714285713
110,111,12.643283840336133,27683333.600840338,151355701.44537815,112.65966386554622,6.775210084033613,1356.638655462185,3.0,1.0,1992.6596638655462
111,112,12.383320642857143,40750000.0,226682951.64285713,115.57142857142857,6.728571428571429,1446.5714285714287,3.0,1.0,1993.7142857142858
112,113,9.79364838888889,29436111.111111112,98971348.5,117.88888888888889,6.477777777777778,639.8333333333334,3.0,1.0,1993.8333333333333
113,114,14.165741647058823,43941176.47058824,281594511.11764705,113.3529411764706,6.747058823529412,1808.5882352941176,3.0,1.0,1994.0
114,115,13.561023464285714,20898214.285714287,132123113.32142857,103.71428571428571,7.178571428571429,1735.9642857142858,3.0,1.0,1993.2142857142858
115,116,35.99531917647059,58705882.35294118,537025007.5294118,137.23529411764707,7.694117647058825,6184.588235294118,3.0,1.0,1996.2941176470588
116,117,10.65389305263158,23841140.86842105,94017903.76315789,118.60526315789474,6.994736842105263,896.1578947368421,3.0,1.0,1996.2631578947369
117,118,14.288957931818182,23946967.068181816,126452275.02272727,121.24242424242425,7.199242424242424,1504.780303030303,3.0,1.0,1982.378787878788
118,119,11.675594861607141,24795177.901785713,108614153.48660715,116.30803571428571,6.841517857142857,1022.3705357142857,3.0,1.0,1985.6495535714287
119,120,14.4614278125,26404989.583333332,187471086.05208334,114.84375,6.983333333333333,1627.03125,3.0,1.0,1988.6041666666667
120,121,14.235946053571428,29012984.285714287,163167247.19642857,116.5,6.839285714285714,1370.3392857142858,3.0,1.0,1993.9285714285713
121,122,18.783272392857146,44267857.14285714,233862713.85714287,121.5,6.8428571428571425,1815.2142857142858,3.0,1.0,1993.7857142857142
122,123,12.797432652173914,26067826.086956523,79329281.52173913,107.0,6.452173913043478,1201.5217391304348,3.0,1.0,1992.9130434782608
123,124,20.993025847457627,53602288.13559322,326585591.0508475,125.1864406779661,7.33728813559322,3476.135593220339,3.0,1.0,1998.1186440677966
124,125,17.87686250340136,48436632.653061226,300401663.08843535,119.22448979591837,7.244897959183674,2908.285714285714,3.0,1.0,1994.408163265306
125,126,14.305997159090909,37652272.72727273,220572407.70454547,113.6590909090909,6.654545454545455,1604.0681818181818,3.0,1.0,1993.8863636363637
126,127,13.6000545,37000000.0,334110296.5714286,116.92857142857143,6.742857142857142,1832.2857142857142,3.0,1.0,1993.2857142857142
127,128,10.454446305309736,43708315.765486725,157555380.40265486,115.11061946902655,6.320353982300885,1025.712389380531,3.0,1.0,1997.283185840708
128,129,11.903886444444446,43921666.666666664,175423686.44444445,113.72222222222223,6.411111111111111,1267.2222222222222,3.0,1.0,1995.388888888889
129,130,15.048134354961833,35791386.347328246,222719696.27099237,117.02671755725191,7.1106870229007635,2026.0954198473282,2.9885496183206106,0.9961832061068703,1981.4656488549617
130,131,11.502720033333333,39232000.0,187746056.1,115.1,6.706666666666666,1290.9666666666667,3.0,1.0,1996.5666666666666
131,132,10.943677030769232,12845127.23076923,68559144.8,110.35384615384615,7.147692307692308,993.4615384615385,3.0,1.0,2002.123076923077
132,133,15.431570983870968,37768817.71774194,185035518.16935483,120.68548387096774,7.431451612903226,2449.9274193548385,2.9919354838709675,1.0,2001.024193548387
133,134,16.693873539170507,41778630.38709678,249084111.23502305,117.32718894009217,7.230875576036866,2680.327188940092,3.0,1.0,1992.926267281106
134,135,8.857695933333334,25550000.0,82778346.26666667,100.4,5.486666666666666,489.73333333333335,3.0,1.0,1995.7333333333333
135,136,14.98938877142857,37516514.28571428,336040591.9714286,112.97142857142858,6.94,2905.4,3.0,1.0,1988.1714285714286
136,137,14.021365303571429,24227390.14285714,182098507.9642857,117.51785714285714,6.998214285714285,1449.25,3.0,1.0,1984.0892857142858
137,138,28.00047839285714,67528214.625,414644029.5714286,129.30357142857142,7.496428571428572,5445.375,2.892857142857143,0.9642857142857143,1928.3214285714287
138,139,12.258584872340426,23834042.55319149,106591585.31914894,117.55319148936171,7.01063829787234,1387.6382978723404,3.0,1.0,1991.404255319149
139,140,14.2500605,35793754.96875,192928482.6875,110.4375,6.85625,2143.15625,3.0,1.0,1997.40625
140,141,16.11509966666667,62969047.61904762,298253912.71428573,135.8095238095238,7.033333333333333,2846.5238095238096,3.0,1.0,1996.6666666666667
141,142,16.808393547619048,19065736.85714286,157737835.85714287,116.38095238095238,6.9785714285714295,1811.857142857143,3.0,1.0,1983.2619047619048
142,143,15.93439658490566,30380840.056603774,151344399.3018868,120.28301886792453,7.230188679245283,2273.396226415094,3.0,1.0,1993.754716981132
143,144,18.851713142857143,45973214.28571428,286221437.5714286,123.53571428571429,6.8500000000000005,2064.8928571428573,3.0,1.0,1993.642857142857
144,145,20.121502730769233,53153846.15384615,335162751.46153843,121.92307692307692,6.992307692307692,2645.423076923077,3.0,1.0,1993.8076923076924
145,146,18.877362411764707,48167648.52941176,350384154.0,119.3921568627451,7.113725490196079,3158.3137254901962,3.0,1.0,1993.3333333333333
146,147,20.830710692307694,30440384.615384616,116585152.84615384,111.6923076923077,6.9192307692307695,1799.6923076923076,3.0,1.0,1993.0
147,148,13.255711804347825,34638831.19565217,205246270.70652175,114.0,6.9750000000000005,1741.858695652174,2.967391304347826,1.0,1989.608695652174
148,149,21.65837143478261,52940933.136645965,274555511.45962733,116.527950310559,7.4341614906832305,3666.590062111801,3.0,1.0,2002.9565217391305
149,150,13.714826051903115,43509515.674740486,199724592.48442906,115.5432525951557,6.597231833910034,1635.8166089965398,3.0,1.0,1994.6332179930796
150,151,17.204806068181817,44096590.90909091,302945825.9318182,121.20454545454545,6.879545454545454,1989.659090909091,3.0,1.0,1993.6136363636363
151,152,18.569437309210524,52607169.40789474,304754447.7236842,123.54605263157895,7.317105263157895,3155.5131578947367,2.960526315789474,0.9868421052631579,1973.5
152,153,10.661246085714286,26110734.57142857,146160222.57142857,112.54285714285714,6.6971428571428575,1268.2571428571428,3.0,1.0,1990.2571428571428
153,154,9.993167333333334,25251666.666666668,65965086.722222224,100.88888888888889,6.266666666666667,680.8888888888889,3.0,1.0,1995.5555555555557
154,155,18.140905999999998,34715714.28571428,268112049.97142857,121.02857142857142,7.3428571428571425,2857.4,3.0,1.0,1985.942857142857
155,156,10.732576419354839,33287096.774193548,117604204.83870968,114.03225806451613,6.896774193548388,1349.967741935484,3.0,1.0,1998.1935483870968
156,157,15.991571368421054,45853029.346491225,249474966.42105263,115.17543859649123,7.143421052631579,2638.815789473684,3.0,1.0,1999.2763157894738
157,158,10.543603071428572,26264285.714285713,90175511.5,112.57142857142857,6.292857142857143,607.4285714285714,3.0,1.0,1989.9285714285713
158,159,16.358165563106798,19234997.349514563,121156472.26213592,121.83495145631068,7.48252427184466,1987.7281553398059,3.0,1.0,1985.2038834951456
159,160,12.297688500000001,18914285.714285713,155117572.57142857,115.82857142857142,6.951428571428572,1205.8,3.0,1.0,1988.9571428571428
160,161,15.437476419354839,37633064.51612903,249857407.33870968,118.29032258064517,6.800000000000001,1756.9354838709678,3.0,1.0,1993.6612903225807
161,162,10.10489938095238,33309523.80952381,141398265.80952382,118.0,6.4523809523809526,697.1428571428571,3.0,1.0,1995.5238095238096
162,163,21.358992857142855,59794642.85714286,390232621.5,130.64285714285714,7.175,3645.785714285714,3.0,1.0,1997.5
163,164,15.339236280701753,31417616.824561402,237017969.21052632,109.35087719298245,7.257894736842105,2411.5263157894738,3.0,1.0,1990.578947368421
164,165,11.587203382352941,31141033.152941175,150293521.35882354,109.2764705882353,6.493529411764706,1336.0117647058823,3.0,1.0,1996.1558823529413
165,166,13.850350897435897,52996871.79487179,208088599.07692307,113.51282051282051,6.743589743589744,1943.025641025641,3.0,1.0,1996.0
166,167,16.2523735625,24765625.0,295746035.25,115.25,7.13125,2848.5625,3.0,1.0,1985.375
167,168,13.788125654320988,30706790.12345679,167239116.2962963,118.77777777777777,6.565432098765432,1388.5925925925926,3.0,1.0,1993.2716049382716
168,169,15.81444541772152,64044303.79746836,295167585.6455696,113.84810126582279,6.6645569620253164,2395.012658227848,3.0,1.0,2001.6962025316457
169,170,11.081879611111113,25377777.777777776,73012870.33333333,111.94444444444444,6.772222222222222,544.2222222222222,3.0,1.0,1986.9444444444443
170,171,15.210636151515152,28702636.363636363,134987529.57575756,113.12121212121212,6.863636363636363,1289.878787878788,3.0,1.0,1994.060606060606
171,172,25.605036249999998,30656250.0,372858024.25,124.8125,7.475,3523.4375,3.0,1.0,1993.1875
172,173,12.356143928571429,36691071.428571425,217903870.60714287,112.78571428571429,6.7178571428571425,1464.857142857143,3.0,1.0,1994.7857142857142
173,174,9.735369500000001,19511109.85714286,71008283.14285715,113.0,6.678571428571429,590.5,3.0,1.0,1990.642857142857
174,175,15.903307655172416,39897586.20689655,246804088.6321839,115.79310344827586,6.958620689655172,2207.5172413793102,3.0,1.0,1991.3333333333333
175,176,15.568712955307262,50996590.7821229,271950681.88268155,116.23463687150839,6.996648044692738,2543.9441340782123,3.0,1.0,2000.5418994413408
176,177,12.108517423076924,38868269.23076923,144349022.98076922,116.17307692307692,6.478846153846154,1198.2115384615386,3.0,1.0,1993.5384615384614
177,178,18.738689142857144,22599194.076923076,159784950.85714287,120.16483516483517,7.642857142857143,2811.5604395604396,3.0,1.0,1989.6263736263736
178,179,19.15723030769231,74384615.38461539,441995663.11538464,114.11538461538461,7.357692307692308,4008.9615384615386,3.0,1.0,2002.576923076923
179,180,16.2445916875,25649187.5,134646792.375,112.875,7.1875,1762.0625,3.0,1.0,1988.75
180,181,14.391506,48277777.777777776,206857216.44444445,127.38888888888889,6.988888888888889,1839.3333333333333,3.0,1.0,1995.9444444444443
181,182,10.834239219780219,29646576.076923076,166285774.41758242,116.3076923076923,6.4703296703296695,876.5824175824176,3.0,1.0,1993.2417582417581
182,183,21.48609239285714,28096428.57142857,240881691.60714287,123.71428571428571,7.5249999999999995,2929.6428571428573,3.0,1.0,1992.75
183,184,18.653638741935485,33039580.64516129,232355550.4516129,120.41935483870968,7.199999999999999,2406.1290322580644,3.0,1.0,1993.483870967742
184,185,15.034380753521127,29211685.007042255,154036314.54225352,105.15492957746478,7.0654929577464785,1761.2394366197184,2.9788732394366195,0.9929577464788732,1973.3028169014085
185,186,20.054241068965517,47385172.4137931,291949901.51724136,119.86206896551724,6.962068965517242,2604.344827586207,3.0,1.0,1994.0344827586207
186,187,13.53857088938053,29883223.11061947,185919258.70353982,111.75221238938053,6.989380530973451,1783.716814159292,2.9867256637168142,0.995575221238938,1985.2079646017698
187,188,15.954295414285713,37672691.75714286,261050054.84285715,119.15714285714286,6.815714285714286,1805.1714285714286,3.0,1.0,1992.2571428571428
188,189,11.22514138211382,37656740.040650405,99970714.47154471,111.78861788617886,6.414634146341464,907.0650406504066,3.0,1.0,1995.9918699186992
189,190,8.624123666666666,22393500.0,79913400.26190476,112.80952380952381,6.740476190476191,534.2380952380952,3.0,1.0,1996.1904761904761
190,191,21.24614075,45450000.0,283652403.15,124.45,6.94,2305.95,3.0,1.0,1993.4
191,192,14.949326052631578,39473684.21052632,309980456.5263158,119.97368421052632,6.871052631578948,2144.5526315789475,3.0,1.0,1993.2105263157894
192,193,15.259290717391304,19296739.673913043,120093548.6521739,113.69565217391305,7.1499999999999995,1655.5652173913043,3.0,1.0,1988.0869565217392
193,194,18.32466265714286,47814285.71428572,325595874.0857143,126.68571428571428,6.865714285714286,2080.885714285714,3.0,1.0,1993.5142857142857
194,195,11.587408342182892,22399655.1179941,107412772.58702065,111.99115044247787,6.880235988200591,901.1238938053098,3.0,1.0,1980.4660766961651
195,196,9.390502695652174,26742833.666666668,78476992.57971014,113.40579710144928,6.366666666666667,534.5217391304348,3.0,1.0,1990.2898550724638
196,197,16.183628363636362,29323863.636363637,181997142.75,113.04545454545455,6.956818181818182,1971.8863636363637,3.0,1.0,1985.1136363636363
197,198,11.544782903846153,13085346.153846154,64956025.884615384,111.65384615384616,7.342307692307693,1118.3846153846155,3.0,1.0,1991.0192307692307
198,199,14.001476738983051,45111219.49152543,174861988.0338983,115.37627118644068,6.776949152542373,2022.8406779661018,2.989830508474576,0.9966101694915255,1992.8135593220338
199,200,14.681375932203391,57701129.949152544,270613570.00564975,113.03954802259886,6.800564971751412,2432.700564971751,2.983050847457627,0.9943502824858758,1989.0056497175142
200,201,16.650259894117646,48721764.705882356,299953191.1647059,118.36470588235294,7.0976470588235285,2747.858823529412,3.0,1.0,1996.3647058823528
201,202,12.85405641509434,19927358.490566038,132198276.8490566,111.13207547169812,6.4547169811320755,1203.5283018867924,3.0,1.0,1983.8867924528302
202,203,20.50489912,28902170.48,106178630.76,119.24,7.132,1760.04,3.0,1.0,1982.04
203,204,13.498317476190477,21249510.80952381,135875782.95238096,116.19047619047619,7.266666666666667,1667.2857142857142,3.0,1.0,1986.3333333333333
